ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,days_since_lastorder,status,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,contactlastname,contactfirstname,dealsize
10287,41,158.52,4,6499.32,2019-08-30,718,shipped,classic cars,141,s18_1129,"vida sport, ltd",0897-034555,grenzacherweg 237,gensve,1203,switzerland,holz,michael,medium
10301,37,159.94,8,5917.78,2018-10-05,1048,shipped,classic cars,141,s18_1129,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,medium
10310,37,168.43,2,6231.91,2019-10-16,673,shipped,classic cars,141,s18_1129,"toms spezialitten, ltd",0221-5554327,mehrheimerstr. 369,koln,50739,germany,pfalzheim,henriette,medium
10321,41,141.54,10,5803.14,2019-11-04,655,shipped,classic cars,141,s18_1129,fungiftideas.com,5085552555,1785 first street,new bedford,50553,usa,benitez,violeta,medium
10331,46,139.87,6,6434.02,2019-11-17,643,shipped,classic cars,141,s18_1129,motor mint distributors inc.,2155559857,11328 douglas av.,philadelphia,71270,usa,hernandez,rosa,medium
10342,40,161.36,2,6454.4,2019-11-24,637,shipped,classic cars,141,s18_1129,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,medium
10356,43,97.6,8,4196.8,2019-12-09,623,shipped,classic cars,141,s18_1129,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,paris,75508,france,da cunha,daniel,medium
10365,30,87.06,1,2611.8,2020-01-07,595,shipped,classic cars,141,s18_1129,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,small
10377,35,168.43,2,5895.05,2020-02-09,563,shipped,classic cars,141,s18_1129,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,medium
10390,36,93.77,14,3375.72,2020-03-04,540,shipped,classic cars,141,s18_1129,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10406,61,137.29,3,8374.69,2020-04-15,499,disputed,classic cars,141,s18_1129,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,large
10419,38,117.48,5,4464.24,2020-05-17,468,shipped,classic cars,141,s18_1129,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10102,39,123.29,2,4808.31,2018-01-10,1327,shipped,vintage cars,102,s18_1342,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,medium
10125,32,101.71,1,3254.72,2018-05-21,1197,shipped,vintage cars,102,s18_1342,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,medium
10139,31,102.74,7,3184.94,2018-07-16,1142,shipped,vintage cars,102,s18_1342,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10149,50,118.15,4,5907.5,2018-09-12,1085,shipped,vintage cars,102,s18_1342,signal collectibles ltd.,4155554312,2793 furth circle,brisbane,94217,usa,taylor,sue,medium
10173,43,117.12,6,5036.16,2018-11-05,1032,shipped,vintage cars,102,s18_1342,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10182,25,87.33,3,2183.25,2018-11-12,1026,shipped,vintage cars,102,s18_1342,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10193,28,110.96,7,3106.88,2018-11-21,1018,shipped,vintage cars,102,s18_1342,"australian collectables, ltd",61-9-3844-6555,7 allen street,glen waverly,3150,australia,connery,sean,medium
10205,36,103.77,2,3735.72,2018-12-03,1007,shipped,vintage cars,102,s18_1342,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10215,27,89.38,10,2413.26,2019-01-29,951,shipped,vintage cars,102,s18_1342,west coast collectables co.,3105553722,3675 furth circle,burbank,94019,usa,thompson,steve,small
10227,25,118.15,3,2953.75,2019-03-02,920,shipped,vintage cars,102,s18_1342,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,small
10244,40,117.12,7,4684.8,2019-04-29,863,shipped,vintage cars,102,s18_1342,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10256,34,95.55,2,3248.7,2019-06-08,824,shipped,vintage cars,102,s18_1342,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10280,50,104.79,9,5239.5,2019-08-17,755,shipped,vintage cars,102,s18_1342,amica models & co.,011-4988555,via monte bianco 34,torino,10100,italy,accorti,paolo,medium
10289,38,120.21,2,4567.98,2019-09-03,739,shipped,vintage cars,102,s18_1342,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,medium
10304,37,95.55,13,3535.35,2019-10-11,702,shipped,vintage cars,102,s18_1342,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",versailles,78000,france,tonini,daniel,medium
10312,43,89.38,10,3843.34,2019-10-21,693,shipped,vintage cars,102,s18_1342,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10322,43,86.3,14,3710.9,2019-11-04,680,shipped,vintage cars,102,s18_1342,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,medium
10332,46,95.13,15,4375.98,2019-11-17,668,shipped,vintage cars,102,s18_1342,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10346,42,36.11,3,1516.62,2019-11-29,657,shipped,vintage cars,102,s18_1342,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10356,50,50.18,9,2509.0,2019-12-09,648,shipped,vintage cars,102,s18_1342,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,paris,75508,france,da cunha,daniel,small
10369,44,210.01,8,9240.44,2020-01-20,607,shipped,vintage cars,102,s18_1342,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,large
10380,27,93.16,13,2515.32,2020-02-16,581,shipped,vintage cars,102,s18_1342,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10391,35,158.54,2,5548.9,2020-03-09,560,shipped,vintage cars,102,s18_1342,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10422,51,95.55,2,4873.05,2020-05-30,479,in process,vintage cars,102,s18_1342,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,medium
10102,41,50.14,1,2055.74,2018-01-10,1351,shipped,vintage cars,53,s18_1367,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,small
10126,42,54.99,17,2309.58,2018-05-28,1214,shipped,vintage cars,53,s18_1367,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,small
10139,49,43.13,6,2113.37,2018-07-16,1166,shipped,vintage cars,53,s18_1367,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,small
10149,30,58.22,3,1746.6,2018-09-12,1109,shipped,vintage cars,53,s18_1367,signal collectibles ltd.,4155554312,2793 furth circle,brisbane,94217,usa,taylor,sue,small
10173,48,44.21,5,2122.08,2018-11-05,1056,shipped,vintage cars,53,s18_1367,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10182,32,54.45,2,1742.4,2018-11-12,1050,shipped,vintage cars,53,s18_1367,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10193,46,53.37,6,2455.02,2018-11-21,1042,shipped,vintage cars,53,s18_1367,"australian collectables, ltd",61-9-3844-6555,7 allen street,glen waverly,3150,australia,connery,sean,small
10205,48,63.61,1,3053.28,2018-12-03,1031,shipped,vintage cars,53,s18_1367,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10215,33,43.13,9,1423.29,2019-01-29,975,shipped,vintage cars,53,s18_1367,west coast collectables co.,3105553722,3675 furth circle,burbank,94019,usa,thompson,steve,small
10227,31,48.52,2,1504.12,2019-03-02,944,shipped,vintage cars,53,s18_1367,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,small
10244,20,58.22,6,1164.4,2019-04-29,887,shipped,vintage cars,53,s18_1367,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10256,29,51.75,1,1500.75,2019-06-08,848,shipped,vintage cars,53,s18_1367,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,small
10280,27,57.68,8,1557.36,2019-08-17,779,shipped,vintage cars,53,s18_1367,amica models & co.,011-4988555,via monte bianco 34,torino,10100,italy,accorti,paolo,small
10289,24,56.07,1,1345.68,2019-09-03,763,shipped,vintage cars,53,s18_1367,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,small
10304,37,48.52,12,1795.24,2019-10-11,726,shipped,vintage cars,53,s18_1367,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",versailles,78000,france,tonini,daniel,small
10312,25,44.21,9,1105.25,2019-10-21,717,shipped,vintage cars,53,s18_1367,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10322,41,57.68,5,2364.88,2019-11-04,704,shipped,vintage cars,53,s18_1367,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,small
10332,27,89.89,16,2427.03,2019-11-17,692,shipped,vintage cars,53,s18_1367,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10347,21,58.95,7,1237.95,2019-11-29,681,shipped,vintage cars,53,s18_1367,"australian collectors, co.",03 9520 4555,636 st kilda road,melbourne,3004,australia,ferguson,peter,small
10356,22,72.41,6,1593.02,2019-12-09,672,shipped,vintage cars,53,s18_1367,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,paris,75508,france,da cunha,daniel,small
10369,32,98.63,7,3156.16,2020-01-20,631,shipped,vintage cars,53,s18_1367,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,medium
10391,42,119.0,3,4998.0,2020-03-09,583,shipped,vintage cars,53,s18_1367,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10422,25,51.75,1,1293.75,2020-05-30,502,in process,vintage cars,53,s18_1367,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,small
10110,37,146.84,16,5433.08,2018-03-18,1307,shipped,classic cars,124,s18_1589,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10123,26,118.22,2,3073.72,2018-05-20,1245,shipped,classic cars,124,s18_1589,atelier graphique,40.32.2555,"54, rue royale",nantes,44000,france,schmitt,carine,medium
10137,44,99.55,2,4380.2,2018-07-10,1195,shipped,classic cars,124,s18_1589,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,medium
10148,47,124.44,9,5848.68,2018-09-11,1133,shipped,classic cars,124,s18_1589,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10161,43,143.11,8,6153.73,2018-10-17,1098,shipped,classic cars,124,s18_1589,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,medium
10172,42,118.22,6,4965.24,2018-11-05,1080,shipped,classic cars,124,s18_1589,gift depot inc.,2035552570,25593 south bay ln.,bridgewater,97562,usa,king,julie,medium
10181,42,129.42,2,5435.64,2018-11-12,1074,shipped,classic cars,124,s18_1589,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,medium
10192,29,146.84,7,4258.36,2018-11-20,1067,shipped,classic cars,124,s18_1589,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,medium
10204,40,100.8,13,4032.0,2018-12-02,1056,shipped,classic cars,124,s18_1589,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,medium
10212,38,118.22,6,4492.36,2019-01-16,1012,shipped,classic cars,124,s18_1589,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10226,38,109.51,4,4161.38,2019-02-26,972,shipped,classic cars,124,s18_1589,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,medium
10241,21,119.46,11,2508.66,2019-04-13,927,shipped,classic cars,124,s18_1589,mini caravy,88.60.1555,"24, place kluber",strasbourg,67000,france,citeaux,frederique,small
10253,24,140.62,1,3374.88,2019-06-01,879,cancelled,classic cars,124,s18_1589,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,medium
10266,36,144.35,2,5196.6,2019-07-06,845,shipped,classic cars,124,s18_1589,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,medium
10278,23,113.24,2,2604.52,2019-08-06,815,shipped,classic cars,124,s18_1589,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10288,20,146.84,14,2936.8,2019-09-01,790,shipped,classic cars,124,s18_1589,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,small
10301,32,107.02,4,3424.64,2018-10-05,1122,shipped,classic cars,124,s18_1589,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,medium
10311,29,100.8,9,2923.2,2019-10-16,747,shipped,classic cars,124,s18_1589,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10321,44,102.04,6,4489.76,2019-11-04,729,shipped,classic cars,124,s18_1589,fungiftideas.com,5085552555,1785 first street,new bedford,50553,usa,benitez,violeta,medium
10331,44,110.21,14,4849.24,2019-11-17,717,shipped,classic cars,124,s18_1589,motor mint distributors inc.,2155559857,11328 douglas av.,philadelphia,71270,usa,hernandez,rosa,medium
10343,36,162.47,4,5848.92,2019-11-24,711,shipped,classic cars,124,s18_1589,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,medium
10367,49,56.3,1,2758.7,2020-01-12,663,resolved,classic cars,124,s18_1589,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,small
10378,34,42.64,5,1449.76,2020-02-10,635,shipped,classic cars,124,s18_1589,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10407,59,119.46,11,7048.14,2020-04-22,564,on hold,classic cars,124,s18_1589,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,large
10419,37,140.62,1,5202.94,2020-05-17,540,shipped,classic cars,124,s18_1589,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10106,36,146.65,12,5279.4,2018-02-17,1361,shipped,planes,157,s18_1662,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,medium
10119,43,160.84,3,6916.12,2018-04-28,1292,shipped,planes,157,s18_1662,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10131,21,132.46,4,2781.66,2018-06-16,1244,shipped,planes,157,s18_1662,gift ideas corp.,2035554407,2440 pompton st.,glendale,97561,usa,lewis,dan,small
10143,32,164.0,7,5248.0,2018-08-10,1190,shipped,planes,157,s18_1662,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,medium
10155,38,171.88,5,6531.44,2018-10-06,1134,shipped,planes,157,s18_1662,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,medium
10167,43,134.04,1,5763.72,2018-10-23,1118,cancelled,planes,157,s18_1662,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10178,42,154.54,4,6490.68,2018-11-08,1103,shipped,planes,157,s18_1662,alpha cognac,61.77.6555,1 rue alsace-lorraine,toulouse,31000,france,roulet,annette,medium
10186,32,187.65,1,6004.8,2018-11-14,1098,shipped,planes,157,s18_1662,"double decker gift stores, ltd",(171) 555-7555,120 hanover sq.,london,wa1 1dp,uk,hardy,thomas,medium
10198,42,178.19,4,7483.98,2018-11-27,1086,shipped,planes,157,s18_1662,cruz & sons co.,+63 2 555 3587,15 mccallum street - natwest center #13-03,makati city,1227 mm,philippines,cruz,arnold,large
10210,31,184.5,17,5719.5,2019-01-12,1041,shipped,planes,157,s18_1662,osaka souveniers co.,+81 06 6342 5555,"dojima avanza 4f, 1-6-20 dojima, kita-ku",osaka,530-0003,japan,kentary,mory,medium
10222,49,141.92,4,6954.08,2019-02-19,1004,shipped,planes,157,s18_1662,collectable mini designs co.,7605558146,361 furth circle,san diego,91217,usa,thompson,valarie,medium
10250,45,181.34,14,8160.3,2019-05-11,924,shipped,planes,157,s18_1662,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,large
10262,49,134.04,9,6567.96,2019-06-24,881,cancelled,planes,157,s18_1662,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10274,41,164.0,1,6724.0,2019-07-21,855,shipped,planes,157,s18_1662,collectables for less inc.,6175558555,7825 douglas av.,brickhaven,58339,usa,nelson,allen,medium
10284,45,127.73,11,5747.85,2019-08-21,825,shipped,planes,157,s18_1662,"norway gifts by mail, co.",+47 2212 1555,"drammensveien 126 a, pb 744 sentrum",oslo,n 0106,norway,klaeboe,jan,medium
10296,36,157.69,7,5676.84,2019-09-15,801,shipped,planes,157,s18_1662,"bavarian collectables imports, co.",+49 89 61 08 9555,hansastr. 15,munich,80686,germany,donnermeyer,michael,medium
10307,39,189.23,1,7379.97,2019-10-14,773,shipped,planes,157,s18_1662,"classic gift ideas, inc",2155554695,782 first street,philadelphia,71270,usa,cervantes,francisca,large
10316,27,137.19,9,3704.13,2019-11-01,756,shipped,planes,157,s18_1662,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,medium
10327,25,112.19,6,2804.75,2019-11-10,748,resolved,planes,157,s18_1662,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,small
10338,41,137.19,1,5624.79,2019-11-22,737,shipped,planes,157,s18_1662,royale belge,(071) 23 67 2555,"boulevard tirou, 255",charleroi,b-6000,belgium,cartrain,pascale,medium
10351,39,99.52,1,3881.28,2019-12-03,727,shipped,planes,157,s18_1662,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,medium
10373,28,57.55,4,1611.4,2020-01-31,669,shipped,planes,157,s18_1662,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10386,25,54.57,7,1364.25,2020-03-01,640,resolved,planes,157,s18_1662,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10398,33,127.73,11,4215.09,2020-03-30,612,shipped,planes,157,s18_1662,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,medium
10400,34,189.23,1,6433.82,2020-04-01,611,shipped,planes,157,s18_1662,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,medium
